token	lemma	pos	onset	offset	entity	babelfy_id (iob)	link	TP	FP	FN	OCR	
dit	dire	VERB	4584	4586	dit	B-bn:00093287v	https://babelnet.org/synset?word=bn:00093287v&lang=FR&langTrans=DE	1	 	 	 	
que	que	SCONJ	4588	4590	que			 	 	 	 	
le	le	DET	4592	4593	le			 	 	 	 	
journal	journal	NOUN	4595	4601	journal	B-bn:00057563n	https://babelnet.org/synset?word=bn:00057563n&lang=FR&langTrans=DE	1	 	 	 	
le	le	DET	4603	4604	le			 	 	 	 	
Pays	Pays	PROPN	4606	4609	Pays	B-bn:00023235n	https://babelnet.org/synset?word=bn:00023235n&lang=FR&langTrans=DE	 	1	1	 	
était	être	AUX	4611	4615	était	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	1	 	 	 	
ven	ven	VERB	4617	4619	ven			 	 	1	1	
du	du	DET	4621	4622	du			 	 	1	1	
.	.	PUNCT	4623	4623	.			 	 	 	 	
Le	le	DET	4625	4626	Le			 	 	 	 	
nouveau	nouveau	ADJ	4628	4634	nouveau	B-bn:00107267a	https://babelnet.org/synset?word=bn:00107267a&lang=FR&langTrans=DE	1	 	 	 	
rédacteur	rédacteur	NOUN	4636	4644	rédacteur	B-bn:00022538n	https://babelnet.org/synset?word=bn:00022538n&lang=FR&langTrans=DE	1	 	 	 	
serait	être	AUX	4646	4651	serait	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
M.	monsieur	NOUN	4653	4654	M.	B-bn:00055346n	https://babelnet.org/synset?word=bn:00055346n&lang=FR&langTrans=DE	1	 	 	 	
Hippolyte	Hippolyte	PROPN	4656	4664	Hippolyte			 	 	1	 	
^	^	PUNCT	4666	4666	^			 	 	 	 	
Castille	Castille	PROPN	4668	4675	Castille	B-bn:00016556n	https://babelnet.org/synset?word=bn:00016556n&lang=FR&langTrans=DE	 	1	1	 	
,	,	PUNCT	4676	4676	,			 	 	 	 	
qui	qui	PRON	4678	4680	qui			 	 	 	 	
a	avoir	AUX	4682	4682	a			 	 	 	 	
déjà	déjà	ADV	4684	4687	déjà	B-bn:00114245r	https://babelnet.org/synset?word=bn:00114245r&lang=FR&langTrans=DE	1	 	 	 	
tué	tuer	VERB	4689	4691	tué	B-bn:00090098v	https://babelnet.org/synset?word=bn:00090098v&lang=FR&langTrans=DE	1	 	 	 	
pas	pas	ADV	4693	4695	pas			 	 	1	 	
mal	mal	ADV	4697	4699	mal	B-bn:00114486r	https://babelnet.org/synset?word=bn:00114486r&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	4701	4702	de			 	 	 	 	
journaux	journal	NOUN	4704	4711	journaux	B-bn:00057563n	https://babelnet.org/synset?word=bn:00057563n&lang=FR&langTrans=DE	1	 	 	 	
sous	sou	ADP	4713	4716	sous			 	 	 	 	
lui	luire	PRON	4718	4720	lui			 	 	 	 	
.	.	PUNCT	4721	4721	.			 	 	 	 	
Mais	Mais	CCONJ	4723	4726	Mais			 	 	 	 	
parmi	parmi	ADP	4728	4732	parmi			 	 	 	 	
les	le	DET	4734	4736	les			 	 	 	 	
acquéreurs	acquéreur	NOUN	4738	4747	acquéreurs	B-bn:00001002n	https://babelnet.org/synset?word=bn:00001002n&lang=FR&langTrans=DE	1	 	 	 	
se	se	PRON	4749	4750	se			 	 	 	 	
distingue	distinguer	VERB	4752	4760	distingue	B-bn:00086799v	https://babelnet.org/synset?word=bn:00086799v&lang=FR&langTrans=DE	1	 	 	 	
le	le	DET	4762	4763	le			 	 	 	 	
nom	nom	NOUN	4765	4767	nom	B-bn:00056758n	https://babelnet.org/synset?word=bn:00056758n&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	4769	4770	de			 	 	 	 	
M.	monsieur	NOUN	4772	4773	M.			 	 	1	 	
Magne	Magne	PROPN	4775	4779	Magne			 	 	1	 	
,	,	PUNCT	4780	4780	,			 	 	 	 	
le	le	DET	4782	4783	le			 	 	 	 	
fils	fils	NOUN	4785	4788	fils	B-bn:00021675n	https://babelnet.org/synset?word=bn:00021675n&lang=FR&langTrans=DE	1	 	 	 	
du	du	DET	4790	4791	du			 	 	 	 	
ministre	ministre	NOUN	4793	4800	ministre	B-bn:00041200n	https://babelnet.org/synset?word=bn:00041200n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	4801	4801	.			 	 	 	 	
C'	ce	PRON	4803	4804	C'			 	 	 	 	
est	être	AUX	4805	4807	est	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	1	 	 	 	
ce	ce	DET	4809	4810	ce			 	 	 	 	
nom	nom	NOUN	4812	4814	nom	B-bn:00056758n	https://babelnet.org/synset?word=bn:00056758n&lang=FR&langTrans=DE	1	 	 	 	
qui	qui	PRON	4816	4818	qui			 	 	 	 	
donne	donner	VERB	4820	4824	donne	B-bn:00088815v	https://babelnet.org/synset?word=bn:00088815v&lang=FR&langTrans=DE	1	 	 	 	
sa	son	DET	4826	4827	sa			 	 	 	 	
signification	signification	NOUN	4829	4841	signification	B-bn:00046128n	https://babelnet.org/synset?word=bn:00046128n&lang=FR&langTrans=DE	1	 	 	 	
à	à	ADP	4843	4843	à			 	 	 	 	
la	le	DET	4845	4846	la			 	 	 	 	
combinaison	combinaison	NOUN	4848	4858	combinaison	B-bn:00023363n	https://babelnet.org/synset?word=bn:00023363n&lang=FR&langTrans=DE	 	1	1	 	
nouvelle	nouveau	ADJ	4860	4867	nouvelle	B-bn:00107267a	https://babelnet.org/synset?word=bn:00107267a&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	4868	4868	.			 	 	 	 	
Le	le	DET	4870	4871	Le			 	 	1	 	
Pays	pays	NOUN	4873	4876	Pays	B-bn:00023235n	https://babelnet.org/synset?word=bn:00023235n&lang=FR&langTrans=DE	 	1	1	 	
n'	ne	ADV	4878	4879	n'			 	 	 	 	
a	avoir	AUX	4880	4880	a			 	 	 	 	
pas	pas	ADV	4882	4884	pas			 	 	 	 	
beaucoup	beaucoup	ADV	4886	4893	beaucoup	B-bn:00114047r	https://babelnet.org/synset?word=bn:00114047r&lang=FR&langTrans=DE	1	 	 	 	
d'	de	ADP	4895	4896	d'			 	 	 	 	
abonnés	abonné	NOUN	4897	4903	abonnés	B-bn:00074963n	https://babelnet.org/synset?word=bn:00074963n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	4904	4904	,			 	 	 	 	
à	à	ADP	4906	4906	à			 	 	1	 	
peine	peiner	NOUN	4908	4912	peine	B-bn:00041784n	https://babelnet.org/synset?word=bn:00041784n&lang=FR&langTrans=DE	 	1	1	 	
quatre	quatre	NUM	4914	4919	quatre			 	 	1	 	
mille	mill	ADJ	4921	4925	mille	B-bn:00000010n	https://babelnet.org/synset?word=bn:00000010n&lang=FR&langTrans=DE	 	1	1	 	
,	,	PUNCT	4926	4926	,			 	 	 	 	
mais	mais	CCONJ	4928	4931	mais			 	 	 	 	
il	il	PRON	4933	4934	il			 	 	 	 	
se	se	PRON	4936	4937	se			 	 	 	 	
soutient	soutenir	VERB	4939	4946	soutient	B-bn:00089387v	https://babelnet.org/synset?word=bn:00089387v&lang=FR&langTrans=DE	 	1	1	 	
par	par	ADP	4948	4950	par			 	 	 	 	
son	son	DET	4952	4954	son			 	 	 	 	
traité	traité	NOUN	4956	4961	traité	B-bn:00000728n	https://babelnet.org/synset?word=bn:00000728n&lang=FR&langTrans=DE	1	 	 	 	
d'	de	ADP	4963	4964	d'			 	 	1	 	
annonces	annonce	NOUN	4965	4972	annonces	B-bn:00001227n	https://babelnet.org/synset?word=bn:00001227n&lang=FR&langTrans=DE	1	1	1	 	
qui	qui	PRON	4974	4976	qui			 	 	 	 	
le	le	PRON	4978	4979	le			 	 	 	 	
place	placer	VERB	4981	4985	place	B-bn:00090224v	https://babelnet.org/synset?word=bn:00090224v&lang=FR&langTrans=DE	1	 	 	 	
parmi	parmi	ADP	4987	4991	parmi			 	 	 	 	
les	le	DET	4993	4995	les			 	 	 	 	
grands	grand	ADJ	4997	5002	grands	B-bn:00111630a	https://babelnet.org/synset?word=bn:00111630a&lang=FR&langTrans=DE	1	 	 	 	
journaux	journal	NOUN	5004	5011	journaux	B-bn:00057563n	https://babelnet.org/synset?word=bn:00057563n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	5012	5012	.			 	 	 	 	
Tout	tout	ADV	5014	5017	Tout			 	 	 	 	
à	à	ADP	5019	5019	à			 	 	 	 	
l'	le	DET	5021	5022	l'			 	 	 	 	
heure	heure	NOUN	5023	5027	heure	B-bn:00000127n	https://babelnet.org/synset?word=bn:00000127n&lang=FR&langTrans=DE	 	1	1	 	
,	,	PUNCT	5028	5028	,			 	 	 	 	
en	en	ADP	5030	5031	en			 	 	 	 	
vous	vous	PRON	5033	5036	vous			 	 	 	 	
parlant	parler	VERB	5038	5044	parlant	B-bn:00094090v	https://babelnet.org/synset?word=bn:00094090v&lang=FR&langTrans=DE	1	 	 	 	
du	du	DET	5046	5047	du			 	 	 	 	
remplacement	remplacement	NOUN	5049	5060	remplacement	B-bn:00067169n	https://babelnet.org/synset?word=bn:00067169n&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	5062	5063	de			 	 	 	 	
M	m	NOUN	5065	5065	M			 	 	1	1	
..	..	PUNCT	5067	5068	..			 	 	 	 	
Baroche	Baroche	PROPN	5070	5076	Baroche			 	 	1	 	
,	,	PUNCT	5077	5077	,			 	 	 	 	
j'	il	PRON	5079	5080	j'			 	 	 	 	
ai	avoir	AUX	5081	5082	ai	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=DE	1	 	 	 	
négligé	négliger	VERB	5084	5090	négligé	B-bn:00084160v	https://babelnet.org/synset?word=bn:00084160v&lang=FR&langTrans=DE	1	 	 	 	
un	un	DET	5092	5093	un			 	 	 	 	
détail	détail	NOUN	5095	5100	détail	B-bn:00067417n	https://babelnet.org/synset?word=bn:00067417n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	5101	5101	.			 	 	 	 	
Vous	vous	PRON	5103	5106	Vous			 	 	 	 	
savez	savoir	VERB	5108	5112	savez	B-bn:00090142v	https://babelnet.org/synset?word=bn:00090142v&lang=FR&langTrans=DE	1	 	 	 	
sans	sans	ADP	5114	5117	sans			 	 	 	 	
doute	doute	NOUN	5119	5123	doute	B-bn:00028425n	https://babelnet.org/synset?word=bn:00028425n&lang=FR&langTrans=DE	1	 	 	 	
que	que	SCONJ	5125	5127	que			 	 	 	 	
dans	dan	ADP	5129	5132	dans			 	 	 	 	
le	le	DET	5134	5135	le			 	 	 	 	
Conseil	Conseil	PROPN	5137	5143	Conseil	B-bn:00023134n	https://babelnet.org/synset?word=bn:00023134n&lang=FR&langTrans=DE	 	1	1	 	
,	,	PUNCT	5144	5144	,			 	 	 	 	
privé	privé	ADJ	5146	5150	privé	B-bn:00086636v	https://babelnet.org/synset?word=bn:00086636v&lang=FR&langTrans=DE	1	 	 	 	
il	il	PRON	5152	5153	il			 	 	 	 	
y	yu	PRON	5155	5155	y			 	 	 	 	
a	avoir	VERB	5157	5157	a			 	 	 	 	
des	un	DET	5159	5161	des			 	 	 	 	
membres	membre	NOUN	5163	5169	membres	B-bn:00034004n	https://babelnet.org/synset?word=bn:00034004n&lang=FR&langTrans=DE	1	 	 	 	
qui	qui	PRON	5171	5173	qui			 	 	 	 	
sont	être	AUX	5175	5178	sont	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	1	 	 	 	
payés	payer	VERB	5180	5184	payés			 	 	 	 	
et	et	CCONJ	5186	5187	et			 	 	 	 	
d'	de	DET	5189	5190	d'			 	 	 	 	
autres	autre	ADJ	5191	5196	autres	B-bn:00101268a	https://babelnet.org/synset?word=bn:00101268a&lang=FR&langTrans=DE	1	 	 	 	
qui	qui	PRON	5198	5200	qui			 	 	 	 	
ne	ne	ADV	5202	5203	ne			 	 	 	 	
le	le	PRON	5205	5206	le			 	 	 	 	
sont	être	AUX	5208	5211	sont	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
pas	pas	ADV	5213	5215	pas			 	 	 	 	
.	.	PUNCT	5216	5216	.			 	 	 	 	
M.	monsieur	NOUN	5218	5219	M.	B-bn:00055346n	https://babelnet.org/synset?word=bn:00055346n&lang=FR&langTrans=DE	1	 	 	 	
Baroche	Baroche	PROPN	5221	5227	Baroche			 	 	1	 	
était	être	AUX	5229	5233	était	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
du	du	DET	5235	5236	du			 	 	 	 	
nombre	nombre	NOUN	5238	5243	nombre	B-bn:00058285n	https://babelnet.org/synset?word=bn:00058285n&lang=FR&langTrans=DE	1	 	 	 	
des	un	DET	5245	5247	des			 	 	 	 	
membres	membre	NOUN	5249	5255	membres	B-bn:00034004n	https://babelnet.org/synset?word=bn:00034004n&lang=FR&langTrans=DE	1	 	 	 	
honoraires	honoraire	ADJ	5257	5266	honoraires	B-bn:00044661n	https://babelnet.org/synset?word=bn:00044661n&lang=FR&langTrans=DE	 	1	1	 	
,	,	PUNCT	5267	5267	,			 	 	 	 	
il	il	PRON	5269	5270	il			 	 	 	 	
va	aller	VERB	5272	5273	va	B-bn:00093013v	https://babelnet.org/synset?word=bn:00093013v&lang=FR&langTrans=DE	 	1	1	 	
passer	prendre	VERB	5275	5280	passer	B-bn:00091458v	https://babelnet.org/synset?word=bn:00091458v&lang=FR&langTrans=DE	 	1	1	 	
au	au	PRON	5282	5283	au			 	 	 	 	
rang	rang	VERB	5285	5288	rang	B-bn:00075239n	https://babelnet.org/synset?word=bn:00075239n&lang=FR&langTrans=DE	1	 	 	 	
des	un	DET	5290	5292	des			 	 	 	 	
titulaires	titulaire	NOUN	5294	5303	titulaires	B-bn:00046369n	https://babelnet.org/synset?word=bn:00046369n&lang=FR&langTrans=DE	1	 	 	 	
sérieux	sérieux	ADJ	5305	5311	sérieux	B-bn:00110444a	https://babelnet.org/synset?word=bn:00110444a&lang=FR&langTrans=DE	1	 	 	 	
et	et	CCONJ	5313	5314	et			 	 	 	 	
toucher	toucher	VERB	5316	5322	toucher	B-bn:00095040v	https://babelnet.org/synset?word=bn:00095040v&lang=FR&langTrans=DE	1	 	 	 	
les	le	DET	5324	5326	les			 	 	 	 	
cent	cent	ADJ	5328	5331	cent			 	 	1	 	
mille	mille	AUX	5333	5337	mille			 	 	1	 	
francs	franc	NOUN	5339	5344	francs	B-bn:00036200n	https://babelnet.org/synset?word=bn:00036200n&lang=FR&langTrans=DE	1	1	1	 	
affectés	affecter	VERB	5346	5353	affectés			 	 	 	 	
à	à	ADP	5355	5355	à			 	 	 	 	
ces	ce	DET	5357	5359	ces			 	 	 	 	
fonctions	fonction	NOUN	5361	5369	fonctions	B-bn:00036821n	https://babelnet.org/synset?word=bn:00036821n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	5370	5370	.			 	 	 	 	
On	on	PRON	5372	5373	On			 	 	 	 	
a	avoir	AUX	5375	5375	a			 	 	 	 	
beaucoup	beaucoup	ADV	5377	5384	beaucoup	B-bn:00114047r	https://babelnet.org/synset?word=bn:00114047r&lang=FR&langTrans=DE	1	 	 	 	
parlé	parler	VERB	5386	5390	parlé	B-bn:00094090v	https://babelnet.org/synset?word=bn:00094090v&lang=FR&langTrans=DE	1	 	 	 	
dans	dan	ADP	5392	5395	dans			 	 	 	 	
ces	ce	DET	5397	5399	ces			 	 	 	 	
derniers	dernier	ADJ	5401	5408	derniers	B-bn:00105773a	https://babelnet.org/synset?word=bn:00105773a&lang=FR&langTrans=DE	1	 	 	 	
temps	temps	NOUN	5410	5414	temps	B-bn:00077270n	https://babelnet.org/synset?word=bn:00077270n&lang=FR&langTrans=DE	1	 	 	 	
de	de	ADP	5416	5417	de			 	 	 	 	
l'	le	DET	5419	5420	l'			 	 	 	 	
intention	intention	NOUN	5421	5429	intention	B-bn:00002178n	https://babelnet.org/synset?word=bn:00002178n&lang=FR&langTrans=DE	1	 	 	 	
manifestée	manifester	VERB	5431	5440	manifestée			 	 	 	 	
par	par	ADP	5442	5444	par			 	 	 	 	
le	le	DET	5446	5447	le			 	 	 	 	
gouvernement	gouvernement	NOUN	5449	5460	gouvernement	B-bn:00001426n	https://babelnet.org/synset?word=bn:00001426n&lang=FR&langTrans=DE	1	 	 	 	
pour	pour	ADP	5462	5465	pour			 	 	 	 	
arriver	arriver	VERB	5467	5473	arriver	B-bn:00083286v	https://babelnet.org/synset?word=bn:00083286v&lang=FR&langTrans=DE	1	 	 	 	
à	à	ADP	5475	5475	à			 	 	 	 	
trouver	trouver	VERB	5477	5483	trouver	B-bn:00084231v	https://babelnet.org/synset?word=bn:00084231v&lang=FR&langTrans=DE	1	 	 	 	
un	un	DET	5485	5486	un			 	 	 	 	
hymne	hymne	NOUN	5488	5492	hymne	B-bn:00056917n	https://babelnet.org/synset?word=bn:00056917n&lang=FR&langTrans=DE	1	 	 	 	
national	national	ADJ	5494	5501	national	I-bn:00056917n	https://babelnet.org/synset?word=bn:00056917n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	5502	5502	.			 	 	 	 	
Le	le	DET	5504	5505	Le			 	 	 	 	
fait	faire	NOUN	5507	5510	fait	B-bn:00032655n	https://babelnet.org/synset?word=bn:00032655n&lang=FR&langTrans=DE	1	 	 	 	
était	être	AUX	5512	5516	était	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
exact	exact	ADJ	5518	5522	exact	B-bn:00102487a	https://babelnet.org/synset?word=bn:00102487a&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	5523	5523	,			 	 	 	 	
mais	mais	CCONJ	5525	5528	mais			 	 	 	 	
il	il	PRON	5530	5531	il			 	 	 	 	
a	avoir	AUX	5533	5533	a			 	 	 	 	
été	être	AUX	5535	5537	été	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
reconnu	reconnaître	VERB	5539	5545	reconnu	B-bn:00082267v	https://babelnet.org/synset?word=bn:00082267v&lang=FR&langTrans=DE	1	 	 	 	
que	que	SCONJ	5547	5549	que			 	 	 	 	
la	le	DET	5551	5552	la			 	 	 	 	
chose	chose	NOUN	5554	5558	chose	B-bn:00076925n	https://babelnet.org/synset?word=bn:00076925n&lang=FR&langTrans=DE	1	 	 	 	
serait	être	AUX	5560	5565	serait	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	1	 	 	 	
très	très	ADV	5567	5570	très	B-bn:00116789r	https://babelnet.org/synset?word=bn:00116789r&lang=FR&langTrans=DE	1	 	 	 	
difficile	difficile	ADJ	5572	5580	difficile	B-bn:00101358a	https://babelnet.org/synset?word=bn:00101358a&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	5581	5581	.			 	 	 	 	
De	De	ADP	5583	5584	De			 	 	1	 	
plus	plus	ADV	5586	5589	plus	B-bn:00115880r	https://babelnet.org/synset?word=bn:00115880r&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	5590	5590	,			 	 	 	 	
la	le	DET	5592	5593	la			 	 	 	 	
question	question	NOUN	5595	5602	question	B-bn:00047208n	https://babelnet.org/synset?word=bn:00047208n&lang=FR&langTrans=DE	1	 	 	 	
aurait	avoir	AUX	5604	5609	aurait	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=DE	 	1	1	 	
été	être	AUX	5611	5613	été	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
posée	poser	VERB	5615	5619	posée			 	 	 	 	
auprès	auprès	ADP	5621	5626	auprès			 	 	 	 	
de	de	ADP	5628	5629	de			 	 	 	 	
l'	le	DET	5631	5632	l'			 	 	 	 	
empereur	empereur	NOUN	5633	5640	empereur	B-bn:00030591n	https://babelnet.org/synset?word=bn:00030591n&lang=FR&langTrans=DE	1	 	 	 	
qui	qui	PRON	5642	5644	qui			 	 	 	 	
mirait	mirer	AUX	5646	5651	mirait			 	 	 	 	
trouvé	trouver	VERB	5653	5658	trouvé	B-bn:00084231v	https://babelnet.org/synset?word=bn:00084231v&lang=FR&langTrans=DE	1	 	 	 	
l'	le	DET	5660	5661	l'			 	 	 	 	
idée	idée	NOUN	5662	5665	idée	B-bn:00045800n	https://babelnet.org/synset?word=bn:00045800n&lang=FR&langTrans=DE	1	 	 	 	
ridicule	ridicule	ADJ	5667	5674	ridicule	B-bn:00096218a	https://babelnet.org/synset?word=bn:00096218a&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	5675	5675	.			 	 	 	 	
Il	il	PRON	5677	5678	Il			 	 	 	 	
aurait	avoir	AUX	5680	5685	aurait	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=DE	 	1	1	 	
ajouté	ajouter	VERB	5687	5692	ajouté	B-bn:00082317v	https://babelnet.org/synset?word=bn:00082317v&lang=FR&langTrans=DE	1	 	 	 	
qu	qu	DET	5694	5695	qu			 	 	 	 	
^	^	PUNCT	5697	5697	^			 	 	 	 	
en	en	ADP	5699	5700	en			 	 	 	 	
définitive	définitif	ADJ	5702	5711	définitive	B-bn:00101090a	https://babelnet.org/synset?word=bn:00101090a&lang=FR&langTrans=DE	1	 	 	 	
il	il	PRON	5713	5714	il			 	 	 	 	
n'	ne	ADV	5716	5717	n'			 	 	 	 	
y	yu	PRON	5718	5718	y			 	 	 	 	
aurait	avoir	AUX	5720	5725	aurait	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=DE	 	1	1	 	
rien	rien	PRON	5727	5730	rien			 	 	 	 	
de	de	ADP	5732	5733	de			 	 	 	 	
mieux	mieux	ADV	5735	5739	mieux	B-bn:00098282a	https://babelnet.org/synset?word=bn:00098282a&lang=FR&langTrans=DE	1	 	 	 	
à	à	ADP	5741	5741	à			 	 	 	 	
faire	faire	VERB	5743	5747	faire	B-bn:00087107v	https://babelnet.org/synset?word=bn:00087107v&lang=FR&langTrans=DE	1	 	 	 	
qu'	que	SCONJ	5749	5751	qu'			 	 	 	 	
à	à	ADP	5752	5752	à			 	 	 	 	
laissera	laisser	VERB	5754	5761	laissera	B-bn:00090271v	https://babelnet.org/synset?word=bn:00090271v&lang=FR&langTrans=DE	1	 	 	 	
la	le	DET	5763	5764	la			 	 	 	 	
Marseillaise	Marseillaise	PROPN	5766	5777	Marseillaise	B-bn:00053539n	https://babelnet.org/synset?word=bn:00053539n&lang=FR&langTrans=DE	1	 	 	 	
toute	tout	ADJ	5779	5783	toute			 	 	 	 	
liberté	liberté	NOUN	5785	5791	liberté	B-bn:00007389n	https://babelnet.org/synset?word=bn:00007389n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	5792	5792	.			 	 	 	 	
On	on	PRON	5794	5795	On			 	 	 	 	
en	en	PRON	5797	5798	en			 	 	 	 	
a	avoir	AUX	5800	5800	a			 	 	 	 	
conclu	conclure	VERB	5802	5807	conclu	B-bn:00085528v	https://babelnet.org/synset?word=bn:00085528v&lang=FR&langTrans=DE	1	 	 	 	
un	un	DET	5809	5810	un			 	 	 	 	
peu	peu	ADV	5812	5814	peu	B-bn:00114044r	https://babelnet.org/synset?word=bn:00114044r&lang=FR&langTrans=DE	1	 	 	 	
vite	vite	ADV	5816	5819	vite	B-bn:00114307r	https://babelnet.org/synset?word=bn:00114307r&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	5820	5820	,			 	 	 	 	
je	il	PRON	5822	5823	je			 	 	 	 	
crois	croire	VERB	5825	5829	crois	B-bn:00083369v	https://babelnet.org/synset?word=bn:00083369v&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	5830	5830	,			 	 	 	 	
que	que	SCONJ	5832	5834	que			 	 	 	 	
la	le	DET	5836	5837	la			 	 	 	 	
Marseillaise	Marseillaise	PROPN	5839	5850	Marseillaise	B-bn:00053539n	https://babelnet.org/synset?word=bn:00053539n&lang=FR&langTrans=DE	1	 	 	 	
allait	aller	VERB	5852	5857	allait	B-bn:00087905v	https://babelnet.org/synset?word=bn:00087905v&lang=FR&langTrans=DE	 	1	1	 	
être	être	AUX	5859	5862	être	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	 	1	1	 	
de	de	ADP	5864	5865	de			 	 	 	 	
nouveau	nouveau	NOUN	5867	5873	nouveau	B-bn:00107267a	https://babelnet.org/synset?word=bn:00107267a&lang=FR&langTrans=DE	1	 	 	 	
autorisée	autoriser	VERB	5875	5883	autorisée	B-bn:13605994v	https://babelnet.org/synset?word=bn:13605994v&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	5884	5884	.			 	 	 	 	
M.	monsieur	NOUN	5886	5887	M.	B-bn:00055346n	https://babelnet.org/synset?word=bn:00055346n&lang=FR&langTrans=DE	1	 	 	 	
Mercier	Mercier	PROPN	5889	5895	Mercier			 	 	1	 	
,	,	PUNCT	5896	5896	,			 	 	 	 	
notre	notre	DET	5898	5902	notre			 	 	 	 	
ambassadeur	ambassadeur	NOUN	5904	5914	ambassadeur	B-bn:00003251n	https://babelnet.org/synset?word=bn:00003251n&lang=FR&langTrans=DE	1	 	 	 	
à	à	ADP	5916	5916	à			 	 	 	 	
Madrid	Madrid	PROPN	5918	5923	Madrid	B-bn:00015620n	https://babelnet.org/synset?word=bn:00015620n&lang=FR&langTrans=DE	1	 	 	 	
,	,	PUNCT	5924	5924	,			 	 	 	 	
est	être	AUX	5926	5928	est	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	1	 	 	 	
enfin	enfin	ADV	5930	5934	enfin	B-bn:00114417r	https://babelnet.org/synset?word=bn:00114417r&lang=FR&langTrans=DE	1	 	 	 	
sorti	sortir	ADJ	5936	5940	sorti	B-bn:00087845v	https://babelnet.org/synset?word=bn:00087845v&lang=FR&langTrans=DE	 	1	1	 	
de	de	ADP	5942	5943	de			 	 	1	 	
son	son	DET	5945	5947	son			 	 	1	 	
silence	silence	NOUN	5949	5955	silence	B-bn:00065703n	https://babelnet.org/synset?word=bn:00065703n&lang=FR&langTrans=DE	1	 	 	 	
.	.	PUNCT	5956	5956	.			 	 	 	 	
Il	il	PRON	5958	5959	Il			 	 	 	 	
avait	avoir	AUX	5961	5965	avait	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=DE	 	1	1	 	
fait	faire	VERB	5967	5970	fait	B-bn:00087107v	https://babelnet.org/synset?word=bn:00087107v&lang=FR&langTrans=DE	1	 	 	 	
le	le	DET	5972	5973	le			 	 	 	 	
mort	mort	NOUN	5975	5978	mort	B-bn:00025582n	https://babelnet.org/synset?word=bn:00025582n&lang=FR&langTrans=DE	 	1	1	 	
jusqu'	jusque	ADP	5980	5985	jusqu'			 	 	 	 	
au	au	DET	5986	5987	au			 	 	 	 	
moment	moment	NOUN	5989	5994	moment	B-bn:00010728n	https://babelnet.org/synset?word=bn:00010728n&lang=FR&langTrans=DE	1	 	 	 	
où	où	PRON	5996	5997	où			 	 	 	 	
le	le	DET	5999	6000	le			 	 	 	 	
peuple	peuple	NOUN	6002	6007	peuple	B-bn:00019283n	https://babelnet.org/synset?word=bn:00019283n&lang=FR&langTrans=DE	1	 	 	 	
est	être	AUX	6009	6011	est	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=DE	1	 	 	 	
