token	lemma	pos	onset	offset	entity	bablefy_id (iob)	link	TP_MERGE	FP_MERGE	FN_MERGE	OCR_MERGE
un	un	DET	3955	3956							
second	second	ADJ	3958	3963	second	B-bn:00105773a	https://babelnet.org/synset?word=bn:00105773a&lang=FR&langTrans=EN	1			
mémoire	mémoire	NOUN	3965	3971	mémoire	B-bn:00054300n	https://babelnet.org/synset?word=bn:00054300n&lang=FR&langTrans=EN	1			
concernant	concerner	VERB	3973	3982	concernant	B-bn:00083240v	https://babelnet.org/synset?word=bn:00083240v&lang=FR&langTrans=EN	1			
les	le	DET	3984	3986							
différends	différend	ADJ	3988	3997	différends	B-bn:00005601n	https://babelnet.org/synset?word=bn:00005601n&lang=FR&langTrans=EN	1			
relatifs	relatif	NOUN	3999	4006	relatifs	B-bn:00100122a	https://babelnet.org/synset?word=bn:00100122a&lang=FR&langTrans=EN	1			
au	au	PRON	4008	4009							
lac	lac	ADV	4011	4013	lac	B-bn:00049709n	https://babelnet.org/synset?word=bn:00049709n&lang=FR&langTrans=EN	1			
de	de	ADP	4015	4016							
Moral	Moral	PROPN	4018	4022	Moral	B-bn:00055852n	https://babelnet.org/synset?word=bn:00055852n&lang=FR&langTrans=EN		1	1	1
.	.	PUNCT	4023	4023							
Le	le	DET	4025	4026							
député	député	NOUN	4028	4033	député	B-bn:00026425n	https://babelnet.org/synset?word=bn:00026425n&lang=FR&langTrans=EN	1			
de	de	ADP	4035	4036							
Fribourg	Fribourg	PROPN	4038	4045	Fribourg	B-bn:00137241n	https://babelnet.org/synset?word=bn:00137241n&lang=FR&langTrans=EN		1	1	
fait	faire	VERB	4047	4050	fait	B-bn:00087107v	https://babelnet.org/synset?word=bn:00087107v&lang=FR&langTrans=EN	1			
observer	observer	VERB	4052	4059						1	
que	que	SCONJ	4061	4063							
l'	le	DET	4065	4066							
ancien	ancien	ADJ	4067	4072	ancien	B-bn:00107787a	https://babelnet.org/synset?word=bn:00107787a&lang=FR&langTrans=EN	1			
gouvernement	gouvernement	NOUN	4074	4085	gouvernement	B-bn:00001426n	https://babelnet.org/synset?word=bn:00001426n&lang=FR&langTrans=EN	1			
était	être	AUX	4087	4091	était	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=EN	1			
trop	trop	ADV	4093	4096	trop	B-bn:00115274r	https://babelnet.org/synset?word=bn:00115274r&lang=FR&langTrans=EN	1			
absorbé	absorber	VERB	4098	4104	absorbé	B-bn:00082177v	https://babelnet.org/synset?word=bn:00082177v&lang=FR&langTrans=EN	1			
dans	dan	ADP	4106	4109							
ses	son	DET	4111	4113							
préparatifs	préparatif	NOUN	4115	4125	préparatifs	B-bn:00064168n	https://babelnet.org/synset?word=bn:00064168n&lang=FR&langTrans=EN	1			
militaires	militaire	ADJ	4127	4136	militaires	B-bn:00106724a	https://babelnet.org/synset?word=bn:00106724a&lang=FR&langTrans=EN	1			
,	,	PUNCT	4137	4137							
dans	dan	ADP	4139	4142							
le	le	DET	4144	4145							
but	but	NOUN	4147	4149	but	B-bn:00014202n	https://babelnet.org/synset?word=bn:00014202n&lang=FR&langTrans=EN		1	1	
de	de	ADP	4151	4152							
résister	résister	VERB	4154	4161	résister	B-bn:00089411v	https://babelnet.org/synset?word=bn:00089411v&lang=FR&langTrans=EN	1			
à	à	ADP	4163	4163							
la	le	DET	4165	4166							
Confédération	Confédération	PROPN	4168	4180	Confédération	B-bn:00021711n	https://babelnet.org/synset?word=bn:00021711n&lang=FR&langTrans=EN	1			
pour	pour	ADP	4182	4185							
qu'	que	SCONJ	4187	4189							
il	il	PRON	4190	4191							
songeât	songer	VERB	4193	4199	songeât	B-bn:00083370v	https://babelnet.org/synset?word=bn:00083370v&lang=FR&langTrans=EN	1			
		PUNCT	4200	4200							
,	,	PUNCT	4201	4201							
à	à	ADP	4203	4203							
,	,	PUNCT	4204	4204							
s'	si	PRON	4206	4207							
occuper	occuper	VERB	4208	4214	occuper	B-bn:00090437v	https://babelnet.org/synset?word=bn:00090437v&lang=FR&langTrans=EN	1			
de	de	ADP	4216	4217							
la	le	DET	4219	4220							
r.	r.	NOUN	4222	4223						1	1
édacljqn	édacljqn	VERB	4225	4232						1	1
de	de	ADP	4234	4235							
ce	ce	DET	4237	4238							
second	second	ADJ	4240	4245	second	B-bn:00105773a	https://babelnet.org/synset?word=bn:00105773a&lang=FR&langTrans=EN	1			
mémoire	mémoire	NOUN	4247	4253	mémoire	B-bn:00054300n	https://babelnet.org/synset?word=bn:00054300n&lang=FR&langTrans=EN	1			
.	.	PUNCT	4254	4254							
Maintenant	maintenant	ADV	4256	4265	Maintenant	B-bn:00058217n	https://babelnet.org/synset?word=bn:00058217n&lang=FR&langTrans=EN	1			
que	que	SCONJ	4267	4269							
les	le	DET	4271	4273							
circonstances	circonstance	NOUN	4275	4287	circonstances	B-bn:00019218n	https://babelnet.org/synset?word=bn:00019218n&lang=FR&langTrans=EN	1			
ont	avoir	AUX	4289	4291	ont	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=EN	1			
changé	changer	VERB	4293	4298	changé	B-bn:00082553v	https://babelnet.org/synset?word=bn:00082553v&lang=FR&langTrans=EN	1			
,	,	PUNCT	4299	4299							
l'	le	DET	4301	4302							
État	état	NOUN	4303	4306	État	B-bn:00074010n	https://babelnet.org/synset?word=bn:00074010n&lang=FR&langTrans=EN	1			
de	de	ADP	4308	4309							
Fribourg	Fribourg	PROPN	4311	4318	Fribourg	B-bn:00137241n	https://babelnet.org/synset?word=bn:00137241n&lang=FR&langTrans=EN		1	1	
,	,	PUNCT	4319	4319							
empressé	empresser	VERB	4321	4328						1	
de	de	ADP	4330	4331							
cultiver	cultiver	VERB	4333	4340	cultiver	B-bn:00086147v	https://babelnet.org/synset?word=bn:00086147v&lang=FR&langTrans=EN	1			
des	un	DET	4342	4344							
relations	relation	NOUN	4346	4354	relations	B-bn:00045161n	https://babelnet.org/synset?word=bn:00045161n&lang=FR&langTrans=EN	1			
d'	de	ADP	4356	4357							
amitié	amitié	NOUN	4358	4363	amitié	B-bn:00036545n	https://babelnet.org/synset?word=bn:00036545n&lang=FR&langTrans=EN	1			
avec	avec	ADP	4365	4368							
ses	son	DET	4370	4372							
voisins	voisin	NOUN	4374	4380	voisins	B-bn:00057219n	https://babelnet.org/synset?word=bn:00057219n&lang=FR&langTrans=EN	1			
,	,	PUNCT	4381	4381							
«	«	PUNCT	4383	4383							
emandeq	emandeq	VERB	4385	4391						1	1
_	_	ADP	4393	4393							
ue	ue	DET	4395	4396							
celte	celte	NOUN	4398	4402	celte	B-bn:00099426a	https://babelnet.org/synset?word=bn:00099426a&lang=FR&langTrans=EN		1		1
affaire	affaire	NOUN	4404	4410	affaire	B-bn:00001734n	https://babelnet.org/synset?word=bn:00001734n&lang=FR&langTrans=EN	1			
soit	être	AUX	4412	4415	soit	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=EN	1			
ajournée	ajourner	VERB	4417	4424						1	
jusqu'	jusque	ADP	4426	4431							
à	à	ADP	4432	4432							
la	le	DET	4434	4435							
Diète	diète	NOUN	4437	4441	Diète	B-bn:00027012n	https://babelnet.org/synset?word=bn:00027012n&lang=FR&langTrans=EN	1			
de	de	ADP	4443	4444							
1849	1849	NUM	4446	4449							
,	,	PUNCT	4450	4450							
parce	parce	SCONJ	4452	4456							
que	que	SCONJ	4458	4460							
d'	de	ADP	4462	4463							
ici	ici	ADV	4464	4466							
-	-	PUNCT	4467	4467							
là	là	ADV	4468	4469							
elle	lui	PRON	4471	4474							
s'	si	PRON	4476	4477							
arrangera	arranger	VERB	4478	4486	arrangera	B-bn:00082777v	https://babelnet.org/synset?word=bn:00082777v&lang=FR&langTrans=EN	1			
sans	sans	ADP	4488	4491							
doute	doute	NOUN	4493	4497	doute	B-bn:00028425n	https://babelnet.org/synset?word=bn:00028425n&lang=FR&langTrans=EN	1			
à	à	ADP	4499	4499							
l'	le	DET	4501	4502							
amiable	amiable	NOUN	4503	4509	amiable	B-bn:00096973a	https://babelnet.org/synset?word=bn:00096973a&lang=FR&langTrans=EN	1			
.	.	PUNCT	4510	4510							
Le	le	DET	4512	4513							
député	député	NOUN	4515	4520	député	B-bn:00026425n	https://babelnet.org/synset?word=bn:00026425n&lang=FR&langTrans=EN	1			
de	de	ADP	4522	4523							
Fatal	Fatal	PROPN	4525	4529	Fatal	B-bn:04835030n	https://babelnet.org/synset?word=bn:04835030n&lang=FR&langTrans=EN		1	1	1
est	être	AUX	4531	4533	est	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=EN	1			
satisfait	satisfaire	ADJ	4535	4543	satisfait	B-bn:00110116a	https://babelnet.org/synset?word=bn:00110116a&lang=FR&langTrans=EN	1			
de	de	ADP	4545	4546							
cette	ce	DET	4548	4552							
déclaration	déclaration	NOUN	4554	4564	déclaration	B-bn:00074033n	https://babelnet.org/synset?word=bn:00074033n&lang=FR&langTrans=EN	1			
,	,	PUNCT	4565	4565							
et	et	CCONJ	4567	4568							
il	il	PRON	4570	4571							
espère	espérer	VERB	4573	4578	espère	B-bn:00089472v	https://babelnet.org/synset?word=bn:00089472v&lang=FR&langTrans=EN	1			
aussi	aussi	ADV	4580	4584	aussi	B-bn:00114246r	https://babelnet.org/synset?word=bn:00114246r&lang=FR&langTrans=EN	1			
que	que	SCONJ	4586	4588							
l'	le	DET	4590	4591							
affaire	affaire	NOUN	4592	4598	affaire	B-bn:00001734n	https://babelnet.org/synset?word=bn:00001734n&lang=FR&langTrans=EN	1			
s'	si	PRON	4600	4601							
arrangera	arranger	VERB	4602	4610	arrangera	B-bn:00082777v	https://babelnet.org/synset?word=bn:00082777v&lang=FR&langTrans=EN	1			
à	à	ADP	4612	4612							
l'	le	DET	4614	4615							
amiable	amiable	NOUN	4616	4622	amiable	B-bn:00096973a	https://babelnet.org/synset?word=bn:00096973a&lang=FR&langTrans=EN	1			
.	.	PUNCT	4623	4623							
En	En	ADP	4625	4626							
présence	présence	NOUN	4628	4635	présence	B-bn:00064201n	https://babelnet.org/synset?word=bn:00064201n&lang=FR&langTrans=EN	1			
de	de	ADP	4637	4638							
ces	ce	DET	4640	4642							
déclarations	déclaration	NOUN	4644	4655	déclarations	B-bn:00074033n	https://babelnet.org/synset?word=bn:00074033n&lang=FR&langTrans=EN	1			
,	,	PUNCT	4656	4656							
la	le	DET	4658	4659							
Dièle	Dièle	PROPN	4661	4665							1
ne	ne	ADV	4667	4668							
donne	donner	VERB	4670	4674	donne	B-bn:00088815v	https://babelnet.org/synset?word=bn:00088815v&lang=FR&langTrans=EN	1			
pas	pas	ADV	4676	4678							
suite	suite	NOUN	4680	4684	suite	B-bn:01234901n	https://babelnet.org/synset?word=bn:01234901n&lang=FR&langTrans=EN		1	1	
à	à	ADP	4686	4686							
celte	celte	NOUN	4688	4692	celte	B-bn:00099426a	https://babelnet.org/synset?word=bn:00099426a&lang=FR&langTrans=EN		1		1
affaire	affaire	NOUN	4694	4700	affaire	B-bn:00001734n	https://babelnet.org/synset?word=bn:00001734n&lang=FR&langTrans=EN	1			
,	,	PUNCT	4701	4701							
et	et	CCONJ	4703	4704							
elle	lui	PRON	4706	4709							
renvoie	renvoyer	VERB	4711	4717	renvoie	B-bn:00088506v	https://babelnet.org/synset?word=bn:00088506v&lang=FR&langTrans=EN	1			
les	le	DET	4719	4721							
deux	deux	NUM	4723	4726							
Etats	etat	NOUN	4728	4732	Etats	B-bn:00074010n	https://babelnet.org/synset?word=bn:00074010n&lang=FR&langTrans=EN	1			
intéressés	intéresser	VERB	4734	4743						1	
à	à	ADP	4745	4745							
s'	si	PRON	4747	4748							
entendre	entendre	VERB	4749	4756	entendre	B-bn:00089277v	https://babelnet.org/synset?word=bn:00089277v&lang=FR&langTrans=EN	1			
à	à	ADP	4758	4758							
l'	le	DET	4760	4761							
amiable	amiable	NOUN	4762	4768	amiable	B-bn:00096973a	https://babelnet.org/synset?word=bn:00096973a&lang=FR&langTrans=EN		1	1	
jusqu'	jusque	ADP	4770	4775							
à	à	ADP	4776	4776							
la	le	DET	4778	4779							
Diète	diète	NOUN	4781	4785	Diète	B-bn:00027012n	https://babelnet.org/synset?word=bn:00027012n&lang=FR&langTrans=EN	1			
de	de	ADP	4787	4788							
1849	1849	NUM	4790	4793							
.	.	PUNCT	4794	4794							
Proposition	proposition	NOUN	4796	4806	Proposition	B-bn:00064779n	https://babelnet.org/synset?word=bn:00064779n&lang=FR&langTrans=EN		1	1	
de	de	ADP	4808	4809							
Genève	Genève	PROPN	4811	4816						1	
tendant	tendre	VERB	4818	4824	tendant	B-bn:00083202v	https://babelnet.org/synset?word=bn:00083202v&lang=FR&langTrans=EN	1			
à	à	ADP	4826	4826							
la	le	DET	4828	4829							
publication	publication	NOUN	4831	4841	publication	B-bn:00047693n	https://babelnet.org/synset?word=bn:00047693n&lang=FR&langTrans=EN	1			
d'	de	ADP	4843	4844							
un	un	DET	4845	4846							
bulletin	bulletin	NOUN	4848	4855	bulletin	B-bn:00013812n	https://babelnet.org/synset?word=bn:00013812n&lang=FR&langTrans=EN	1			
en	en	ADP	4857	4858							
langue	langue	NOUN	4860	4865	langue	B-bn:00040293n	https://babelnet.org/synset?word=bn:00040293n&lang=FR&langTrans=EN	1			
allemande	allemand	ADJ	4867	4875	allemande	I-bn:00040293n	https://babelnet.org/synset?word=bn:00040293n&lang=FR&langTrans=EN	1			
et	et	CCONJ	4877	4878							
en	en	ADP	4880	4881							
langue	langue	NOUN	4883	4888	langue	B-bn:00036426n	https://babelnet.org/synset?word=bn:00036426n&lang=FR&langTrans=EN	1			
française	français	ADJ	4890	4898	française	I-bn:00036426n	https://babelnet.org/synset?word=bn:00036426n&lang=FR&langTrans=EN	1			
des	un	DET	4900	4902							
délibérations	délibération	NOUN	4904	4916	délibérations	B-bn:00026036n	https://babelnet.org/synset?word=bn:00026036n&lang=FR&langTrans=EN	1			
la	le	DET	4918	4919							
Dièle	Dièle	PROPN	4921	4925						1	1
.	.	PUNCT	4926	4926							
Le	le	DET	4928	4929							
dépulé	dépulé	NOUN	4931	4936						1	1
de	de	ADP	4938	4939							
Genève	Genève	PROPN	4941	4946						1	
motive	motiv	ADJ	4948	4953	motive	B-bn:00082313v	https://babelnet.org/synset?word=bn:00082313v&lang=FR&langTrans=EN	1			
la	le	DET	4955	4956							
proposition	proposition	NOUN	4958	4968	proposition	B-bn:00064779n	https://babelnet.org/synset?word=bn:00064779n&lang=FR&langTrans=EN		1	1	
de	de	ADP	4970	4971							
son	son	DET	4973	4975							
Etat	etat	NOUN	4977	4980	Etat	B-bn:00074010n	https://babelnet.org/synset?word=bn:00074010n&lang=FR&langTrans=EN	1			
sur	sur	ADP	4982	4984							
l'	le	DET	4986	4987							
insuffisance	insuffisance	NOUN	4988	4999	insuffisance	B-bn:00025914n	https://babelnet.org/synset?word=bn:00025914n&lang=FR&langTrans=EN	1			
des	un	DET	5001	5003							
comptes-rendus	comptes-rendu	NOUN	5005	5018						1	
publiés	publier	VERB	5020	5026						1	
par	par	ADP	5028	5030							
la	le	DET	5032	5033							
voie	voie	NOUN	5035	5038	voie	B-bn:00077838n	https://babelnet.org/synset?word=bn:00077838n&lang=FR&langTrans=EN		1	1	
ordinaire	ordinaire	ADJ	5040	5048	ordinaire	B-bn:00107963a	https://babelnet.org/synset?word=bn:00107963a&lang=FR&langTrans=EN	1			
.	.	PUNCT	5049	5049							
On	on	PRON	5051	5052							
sait	savoir	AUX	5054	5057	sait	B-bn:00090142v	https://babelnet.org/synset?word=bn:00090142v&lang=FR&langTrans=EN	1			
en	en	ADP	5059	5060							
général	général	ADJ	5062	5068	général	B-bn:00037663n	https://babelnet.org/synset?word=bn:00037663n&lang=FR&langTrans=EN		1	1	
ce	ce	PRON	5070	5071							
qui	qui	PRON	5073	5075							
se	se	PRON	5077	5078							
passe	passer	VERB	5080	5084	passe	B-bn:00091458v	https://babelnet.org/synset?word=bn:00091458v&lang=FR&langTrans=EN	1			
en	en	ADP	5086	5087							
Diète	Diète	PROPN	5089	5093	Diète	B-bn:00027012n	https://babelnet.org/synset?word=bn:00027012n&lang=FR&langTrans=EN	1			
,	,	PUNCT	5094	5094							
mais	mais	CCONJ	5096	5099							
on	on	PRON	5101	5102							
ne	ne	ADV	5104	5105						1	
peut	pouvoir	AUX	5107	5110	peut	B-bn:13601970v	https://babelnet.org/synset?word=bn:13601970v&lang=FR&langTrans=EN	1			
toujours	toujours	ADV	5112	5119	toujours	B-bn:00114251r	https://babelnet.org/synset?word=bn:00114251r&lang=FR&langTrans=EN	1			
peser	peser	VERB	5121	5125	peser	B-bn:00090319v	https://babelnet.org/synset?word=bn:00090319v&lang=FR&langTrans=EN	1			
les	le	DET	5127	5129							
raisons	raison	NOUN	5131	5137	raisons	B-bn:00066443n	https://babelnet.org/synset?word=bn:00066443n&lang=FR&langTrans=EN	1			
pour	pour	ADP	5139	5142							
et	et	CCONJ	5144	5145							
contre	contrer	ADP	5147	5152							
.	.	PUNCT	5153	5153							
La	le	DET	5155	5156							
dépense	dépense	NOUN	5158	5164	dépense	B-bn:00087372v	https://babelnet.org/synset?word=bn:00087372v&lang=FR&langTrans=EN		1	1	
qu'	que	PRON	5166	5168							
entraînerait	entraîner	VERB	5169	5180	entraînerait	B-bn:00084700v	https://babelnet.org/synset?word=bn:00084700v&lang=FR&langTrans=EN	1			
cette	ce	DET	5182	5186							
publication	publication	NOUN	5188	5198	publication	B-bn:00047693n	https://babelnet.org/synset?word=bn:00047693n&lang=FR&langTrans=EN	1			
aurait	avoir	AUX	5200	5205	aurait	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=EN	1			
pour	pour	ADP	5207	5210							
but	but	NOUN	5212	5214	but	B-bn:00014202n	https://babelnet.org/synset?word=bn:00014202n&lang=FR&langTrans=EN		1	1	
d'	de	ADP	5216	5217							
instruire	instruir	ADJ	5218	5226	instruire	B-bn:00089724v	https://babelnet.org/synset?word=bn:00089724v&lang=FR&langTrans=EN	1			
le	le	DET	5228	5229							
peuple	peuple	NOUN	5231	5236	peuple	B-bn:00075601n	https://babelnet.org/synset?word=bn:00075601n&lang=FR&langTrans=EN	1			
suisse	suisse	ADJ	5238	5243	suisse	I-bn:00075601n	https://babelnet.org/synset?word=bn:00075601n&lang=FR&langTrans=EN	1			
sur	sur	ADP	5245	5247							
les	le	DET	5249	5251							
affaires	affaire	NOUN	5253	5260	affaires	B-bn:00012439n	https://babelnet.org/synset?word=bn:00012439n&lang=FR&langTrans=EN		1	1	
fédérales	fédéral	ADJ	5262	5270	fédérales	B-bn:00102871a	https://babelnet.org/synset?word=bn:00102871a&lang=FR&langTrans=EN	1			
et	et	CCONJ	5272	5273							
elle	lui	PRON	5275	5278							
obvierait	obvier	VERB	5280	5288						1	
à	à	ADP	5290	5290							
l'	le	DET	5292	5293							
inconvénient	inconvénient	NOUN	5294	5305	inconvénient	B-bn:02383710n	https://babelnet.org/synset?word=bn:02383710n&lang=FR&langTrans=EN	1			
de	de	ADP	5307	5308							
voir	voir	VERB	5310	5313	voir	B-bn:00093430v	https://babelnet.org/synset?word=bn:00093430v&lang=FR&langTrans=EN	1			
défigurer	défigurer	VERB	5315	5323	défigurer	B-bn:00083592v	https://babelnet.org/synset?word=bn:00083592v&lang=FR&langTrans=EN	1			
les	le	DET	5325	5327							
discours	discours	NOUN	5329	5336	discours	B-bn:00049018n	https://babelnet.org/synset?word=bn:00049018n&lang=FR&langTrans=EN		1	1	
des	un	DET	5338	5340							
députés	député	NOUN	5342	5348	députés	B-bn:00026425n	https://babelnet.org/synset?word=bn:00026425n&lang=FR&langTrans=EN	1			
.	.	PUNCT	5349	5349							
Si	Si	SCONJ	5351	5352							
une	un	DET	5354	5356							
publication	publication	NOUN	5358	5368	publication	B-bn:00047693n	https://babelnet.org/synset?word=bn:00047693n&lang=FR&langTrans=EN	1			
,	,	PUNCT	5369	5369							
de	de	ADP	5371	5372							
celle	celui	PRON	5374	5378							
nalure	nalure	NOUN	5380	5385						1	1
avait	avoir	AUX	5387	5391	avait	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=EN	1			
eu	avoir	VERB	5393	5394	eu	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=EN	1			
lieu	lieu	NOUN	5396	5399	lieu	B-bn:00051754n	https://babelnet.org/synset?word=bn:00051754n&lang=FR&langTrans=EN	1			
jusqu'	jusque	ADP	5401	5406							
ici	ici	ADV	5407	5409	ici	B-bn:00104117a	https://babelnet.org/synset?word=bn:00104117a&lang=FR&langTrans=EN	1			
,	,	PUNCT	5410	5410							
on	on	PRON	5412	5413							
aurait	avoir	AUX	5415	5420	aurait	B-bn:00088733v	https://babelnet.org/synset?word=bn:00088733v&lang=FR&langTrans=EN	1			
évité	éviter	NOUN	5422	5426	évité	B-bn:00082954v	https://babelnet.org/synset?word=bn:00082954v&lang=FR&langTrans=EN	1			
bien	bien	ADV	5428	5431	bien	B-bn:00115530r	https://babelnet.org/synset?word=bn:00115530r&lang=FR&langTrans=EN	1			
des	un	DET	5433	5435							
inconvéniens	inconvénien	NOUN	5437	5448						1	
.	.	PUNCT	5449	5449							
Quelques	quelque	DET	5451	5458							
députés	député	NOUN	5460	5466	députés	B-bn:00026425n	https://babelnet.org/synset?word=bn:00026425n&lang=FR&langTrans=EN	1			
estiment	estimer	VERB	5468	5475	estiment	B-bn:00082743v	https://babelnet.org/synset?word=bn:00082743v&lang=FR&langTrans=EN	1			
qu'	que	SCONJ	5477	5479							
il	il	PRON	5480	5481							
faut	falloir	VERB	5483	5486	faut	B-bn:00095682v	https://babelnet.org/synset?word=bn:00095682v&lang=FR&langTrans=EN		1	1	
abandonner	abandonner	VERB	5488	5497	abandonner	B-bn:00082118v	https://babelnet.org/synset?word=bn:00082118v&lang=FR&langTrans=EN	1			
aux	aux	DET	5499	5501							
autorités	autorité	NOUN	5503	5511	autorités	B-bn:00007293n	https://babelnet.org/synset?word=bn:00007293n&lang=FR&langTrans=EN	1			
fédérales	fédéral	ADJ	5513	5521	fédérales	B-bn:00102871a	https://babelnet.org/synset?word=bn:00102871a&lang=FR&langTrans=EN	1			
futures	future	NOUN	5523	5529	futures	B-bn:00103449a	https://babelnet.org/synset?word=bn:00103449a&lang=FR&langTrans=EN	1			
le	le	DET	5531	5532							
soin	soin	NOUN	5534	5537	soin	B-bn:00016014n	https://babelnet.org/synset?word=bn:00016014n&lang=FR&langTrans=EN	1			
de	de	ADP	5539	5540							
publier	publier	VERB	5542	5548	publier	B-bn:00084099v	https://babelnet.org/synset?word=bn:00084099v&lang=FR&langTrans=EN	1			
leurs	leur	DET	5550	5554							
délibérations	délibération	NOUN	5556	5568	délibérations	B-bn:00026036n	https://babelnet.org/synset?word=bn:00026036n&lang=FR&langTrans=EN	1			
.	.	PUNCT	5569	5569							
Fribourg	Fribourg	PROPN	5571	5578	Fribourg	B-bn:00137241n	https://babelnet.org/synset?word=bn:00137241n&lang=FR&langTrans=EN		1	1	
,	,	PUNCT	5579	5579							
au	au	DET	5581	5582							
contraire	contraire	ADJ	5584	5592	contraire	B-bn:00022257n	https://babelnet.org/synset?word=bn:00022257n&lang=FR&langTrans=EN	1			
,	,	PUNCT	5593	5593							
trouve	trouver	VERB	5595	5600	trouve	B-bn:00084231v	https://babelnet.org/synset?word=bn:00084231v&lang=FR&langTrans=EN	1			
qu'	que	SCONJ	5602	5604							
il	il	PRON	5605	5606							
y	yu	PRON	5608	5608							
a	avoir	VERB	5610	5610							
une	un	DET	5612	5614							
utilité	utilité	NOUN	5616	5622	utilité	B-bn:00079372n	https://babelnet.org/synset?word=bn:00079372n&lang=FR&langTrans=EN	1			
incontestable	incontestable	ADJ	5624	5636	incontestable	B-bn:00104869a	https://babelnet.org/synset?word=bn:00104869a&lang=FR&langTrans=EN	1			
à	à	ADP	5638	5638							
adopter	adopter	VERB	5640	5646	adopter	B-bn:00082379v	https://babelnet.org/synset?word=bn:00082379v&lang=FR&langTrans=EN	1			
la	le	DET	5648	5649							
proposition	proposition	NOUN	5651	5661	proposition	B-bn:00064779n	https://babelnet.org/synset?word=bn:00064779n&lang=FR&langTrans=EN		1	1	
de	de	ADP	5663	5664							
Genève	Genève	PROPN	5666	5671						1	
.	.	PUNCT	5672	5672							
Dans	Dans	ADP	5674	5677							
le	le	DET	5679	5680							
moment	moment	NOUN	5682	5687	moment	B-bn:00010728n	https://babelnet.org/synset?word=bn:00010728n&lang=FR&langTrans=EN	1			
où	où	PRON	5689	5690							
la	le	DET	5692	5693							
Confédération	Confédération	PROPN	5695	5707	Confédération	B-bn:00021711n	https://babelnet.org/synset?word=bn:00021711n&lang=FR&langTrans=EN	1			
va	aller	VERB	5709	5710							
.	.	PUNCT	5711	5711							
se	se	PRON	5713	5714							
reconstituer	reconstituer	VERB	5716	5727	reconstituer	B-bn:00092532v	https://babelnet.org/synset?word=bn:00092532v&lang=FR&langTrans=EN	1			
,	,	PUNCT	5728	5728							
il	il	PRON	5730	5731							
est	être	AUX	5733	5735	est	B-bn:00083187v	https://babelnet.org/synset?word=bn:00083187v&lang=FR&langTrans=EN	1			
important	important	ADJ	5737	5745	important	B-bn:00104680a	https://babelnet.org/synset?word=bn:00104680a&lang=FR&langTrans=EN	1			
de	de	ADP	5747	5748							
donner	donner	VERB	5750	5755	donner	B-bn:00088815v	https://babelnet.org/synset?word=bn:00088815v&lang=FR&langTrans=EN	1			
la	le	DET	5757	5758							
plus	plus	ADV	5760	5763	plus	B-bn:00103782a	https://babelnet.org/synset?word=bn:00103782a&lang=FR&langTrans=EN	1			
grande	grand	ADJ	5765	5770	grande	I-bn:00103782a	https://babelnet.org/synset?word=bn:00103782a&lang=FR&langTrans=EN	1			
publicité	publicité	NOUN	5772	5780	publicité	B-bn:00001227n	https://babelnet.org/synset?word=bn:00001227n&lang=FR&langTrans=EN	1			
possible	possible	ADJ	5782	5789	possible	B-bn:00108829a	https://babelnet.org/synset?word=bn:00108829a&lang=FR&langTrans=EN	1			
aux	aux	ADP	5791	5793							
débats	débat	NOUN	5795	5800	débats	B-bn:00005601n	https://babelnet.org/synset?word=bn:00005601n&lang=FR&langTrans=EN	1			
et	et	CCONJ	5802	5803							
aux	aux	ADJ	5805	5807							
actes	acte	NOUN	5809	5813	actes	B-bn:00001077n	https://babelnet.org/synset?word=bn:00001077n&lang=FR&langTrans=EN		1	1	
des	un	DET	5815	5817							
autorités	autorité	NOUN	5819	5827	autorités	B-bn:00007293n	https://babelnet.org/synset?word=bn:00007293n&lang=FR&langTrans=EN	1			
fédérales	fédéral	ADJ	5829	5837	fédérales	B-bn:00102871a	https://babelnet.org/synset?word=bn:00102871a&lang=FR&langTrans=EN	1			
.	.	PUNCT	5838	5838							
De	De	ADP	5840	5841							
tous	tou	ADJ	5843	5846							
les	le	DET	5848	5850							
cantons	canton	NOUN	5852	5858	cantons	B-bn:00077775n	https://babelnet.org/synset?word=bn:00077775n&lang=FR&langTrans=EN		1	1	
allemands	allemand	ADJ	5860	5868	allemands	B-bn:00103560a	https://babelnet.org/synset?word=bn:00103560a&lang=FR&langTrans=EN	1			
,	,	PUNCT	5869	5869							
il	il	PRON	5871	5872							
n'	ne	ADV	5874	5875						1	
y	yu	PRON	5876	5876							
a	avoir	VERB	5878	5878						1	
que	que	SCONJ	5880	5882							
les	le	DET	5884	5886							
députés	député	NOUN	5888	5894	députés	B-bn:00026425n	https://babelnet.org/synset?word=bn:00026425n&lang=FR&langTrans=EN	1			
de	de	ADP	5896	5897							
