token	lemma	pos	onset	offset	entity	babelfy_id	link_to_synset	TP	FP	FN	OCR	FN and OCR
Vereinigten	Vereinigte	ADJ	38	48						1		0
Glanzstof	Glanzstof	NOUN	50	58						1	1	1
in	in	ADP	60	61								0
Elberkeld	Elberkeld	NOUN	63	71						1		0
schlossen	schließen	VERB	73	81	schlossen	B-bn:00085162v	https://babelnet.org/synset?word=bn:00085162v&lang=DE&langTrans=DE		1	1		0
sich	sich	PRON	0	3								0
dann	dann	ADV	5	8								0
auch	auch	ADV	10	13								0
die	der	DET	15	17								0
Niesenwerke	Niesenwerke	NOUN	19	29						1	1	1
an	an	ADP	31	32								0
die	der	DET	34	36								0
in	in	ADP	38	39								0
Oberbruch	Oberbruch	NOUN	41	49	Oberbruch	B-bn:04085862n	https://babelnet.org/synset?word=bn:04085862n&lang=DE&langTrans=DE	1				0
bei	bei	ADP	51	53								0
Aachen	Aachen	PROPN	55	60	Aachen	B-bn:00000174n	https://babelnet.org/synset?word=bn:00000174n&lang=DE&langTrans=DE	1				0
aus	aus	ADP	62	64								0
der	der	DET	66	68								0
alten	alt	ADJ	70	74	alten	B-bn:00107787a	https://babelnet.org/synset?word=bn:00107787a&lang=DE&langTrans=DE	1				0
Papiermühle	Papiermühle	NOUN	76	86	Papiermühle	B-bn:00060478n	https://babelnet.org/synset?word=bn:00060478n&lang=DE&langTrans=DE	1				0
entstanden	entstehen	VERB	0	9	entstanden	B-bn:00082757v	https://babelnet.org/synset?word=bn:00082757v&lang=DE&langTrans=DE	1				0
waren	sein	AUX	11	15								0
in	in	ADP	17	18								0
der	der	DET	20	22								0
im	im	ADP	24	25								0
letzten	letzt	ADJ	27	33	letzten					1		0
Jahrzehnt	Jahrzehnt	NOUN	35	43	Jahrzehnt	B-bn:00025646n	https://babelnet.org/synset?word=bn:00025646n&lang=DE&langTrans=DE	1				0
des	der	DET	45	47								0
19	19	NUM	0	1								0
ahrhunderts	ahrhunderts	ADV	3	13						1	1	1
Dr	Dr	X	15	16	Dr	B-bn:00027995n	https://babelnet.org/synset?word=bn:00027995n&lang=DE&langTrans=DE		1	1		0
Max	Max	PROPN	18	20						1		0
Fréméry	Fréméry	PROPN	22	28						1		0
an	an	ADP	30	31						1		0
der	der	DET	33	35								0
Herstellung	Herstellung	NOUN	37	47	Herstellung	B-bn:00032594n	https://babelnet.org/synset?word=bn:00032594n&lang=DE&langTrans=DE	1				0
von	von	ADP	49	51								0
„	„	PUNCT	53	53								0
Kupferscide	Kupferscide	NOUN	54	64						1	1	1
gearbeitet	arbeiten	VERB	66	75	gearbeitet	B-bn:00095812v	https://babelnet.org/synset?word=bn:00095812v&lang=DE&langTrans=DE	1				0
hatte	haben	AUX	77	81								0
An	an	ADP	83	84								0
der	der	DET	86	88								0
Pariser	Pariser	ADJ	0	6	Pariser	B-bn:00060683n	https://babelnet.org/synset?word=bn:00060683n&lang=DE&langTrans=DE		1	1		0
Weltausstellung	Weltausstellung	NOUN	8	22	Weltausstellung	B-bn:00032225n	https://babelnet.org/synset?word=bn:00032225n&lang=DE&langTrans=DE	1				0
machte	machen	VERB	24	29								0
die	der	PRON	31	33								0
Viscose	Viscose	NOUN	0	6	Viscose	B-bn:00017063n	https://babelnet.org/synset?word=bn:00017063n&lang=DE&langTrans=DE	1				0
neben	neben	ADP	8	12								0
Chardonnet	Chardonnet	NOUN	14	23						1		0
noch	noch	ADV	25	28								0
„	„	PUNCT	30	30								0
triste	triste	ADJ	31	36	triste	B-bn:00110036a	https://babelnet.org/synset?word=bn:00110036a&lang=DE&langTrans=DE	1				0
figure	figure	X	38	43						1		0
als	als	CONJ	45	47								0
dann	dann	ADV	0	3								0
aber	aber	ADV	5	8								0
1907	1907	NUM	10	13								0
die	der	DET	15	17								0
bessern	bessern	ADJ	19	25						1	1	1
Apparate	Apparat	NOUN	27	34						1		0
zur	zur	ADP	36	38								0
Verfügung	Verfügung	NOUN	40	48	Verfügung	B-bn:00016929n	https://babelnet.org/synset?word=bn:00016929n&lang=DE&langTrans=DE		1	1		0
waren	sein	AUX	0	4								0
ging	gehen	VERB	6	9	ging	B-bn:00085363v	https://babelnet.org/synset?word=bn:00085363v&lang=DE&langTrans=DE		1	1		0
es	ich	PRON	11	12	es	B-bn:00102807a	https://babelnet.org/synset?word=bn:00102807a&lang=DE&langTrans=DE		1			0
rasch	rasch	ADJ	14	18	rasch	I-bn:00102807a	https://babelnet.org/synset?word=bn:00102807a&lang=DE&langTrans=DE	1				0
vorwärts	vorwärts	ADV	20	27	vorwärts	B-bn:00103251a	https://babelnet.org/synset?word=bn:00103251a&lang=DE&langTrans=DE	1				0
Die	der	DET	29	31								0
heutige	heutige	ADJ	33	39	heutige	B-bn:00100361a	https://babelnet.org/synset?word=bn:00100361a&lang=DE&langTrans=DE	1				0
Hauptgruppe	Hauptgruppe	NOUN	41	51	Hauptgruppe	B-bn:01227396n	https://babelnet.org/synset?word=bn:01227396n&lang=DE&langTrans=DE		1	1		0
ist	sein	AUX	53	55								0
das	der	DET	57	59								0
„	„	PUNCT	61	61								0
Comptoir	Comptoir	NOUN	62	69	Comptoir	B-bn:03462082n	https://babelnet.org/synset?word=bn:03462082n&lang=DE&langTrans=DE		1	1		0
des	der	DET	71	73						1		0
Textiles	Textiles	NOUN	75	82						1		0
Artisicieles	Artisicieles	PROPN	0	11						1		0
“	“	PUNCT	12	12								0
Die	der	DET	14	16								0
französische	französische	ADJ	18	29	französische	B-bn:00103321a	https://babelnet.org/synset?word=bn:00103321a&lang=DE&langTrans=DE	1				0
Viscose	Viscose	NOUN	31	37	Viscose	B-bn:00017063n	https://babelnet.org/synset?word=bn:00017063n&lang=DE&langTrans=DE	1				0
hatte	haben	AUX	39	43								0
schon	schon	ADV	0	4	schon	B-bn:00114245r	https://babelnet.org/synset?word=bn:00114245r&lang=DE&langTrans=DE	1				0
früh	früh	ADJ	6	9	früh	B-bn:00101935a	https://babelnet.org/synset?word=bn:00101935a&lang=DE&langTrans=DE	1				0
technische	technische	ADJ	11	20	technische	B-bn:00109073a	https://babelnet.org/synset?word=bn:00109073a&lang=DE&langTrans=DE	1				0
Bezichungen	Bezichungen	NOUN	22	32						1		0
mit	mit	ADP	34	36								0
Belgien	Belgien	PROPN	38	44						1		0
der	der	DET	46	48								0
Schweiz	Schweiz	PROPN	0	6						1		0
und	und	CONJ	8	10								0
Italien	Italien	PROPN	12	18	Italien	B-bn:00047705n	https://babelnet.org/synset?word=bn:00047705n&lang=DE&langTrans=DE	1				0
mit	mit	ADP	20	22								0
der	der	DET	24	26								0
englischen	englisch	ADJ	28	37	englischen	B-bn:00102249a	https://babelnet.org/synset?word=bn:00102249a&lang=DE&langTrans=DE		1	1		0
Courtaulds	Courtaulds	NOUN	39	48						1		0
und	und	CONJ	0	2								0
diese	dies	PRON	4	8								0
wiederum	wiederum	ADV	10	17	wiederum	B-bn:00115845r	https://babelnet.org/synset?word=bn:00115845r&lang=DE&langTrans=DE	1				0
mit	mit	ADP	19	21								0
der	der	DET	23	25								0
amerikanischen	amerikanisch	ADJ	27	40	amerikanischen	B-bn:00096963a	https://babelnet.org/synset?word=bn:00096963a&lang=DE&langTrans=DE	1				0
Viscosc	Viscosc	NOUN	42	48						1	1	1
Die	der	DET	50	52								0
französische	französische	ADJ	54	65	französische	B-bn:00103321a	https://babelnet.org/synset?word=bn:00103321a&lang=DE&langTrans=DE	1				0
Viscose	Viscose	NOUN	67	73	Viscose	B-bn:00017063n	https://babelnet.org/synset?word=bn:00017063n&lang=DE&langTrans=DE	1				0
absorbierte	absorbieren	VERB	75	85						1		0
auch	auch	ADV	87	90								0
die	der	DET	92	94								0
italienische	italienische	ADJ	0	11	italienische	B-bn:00105493a	https://babelnet.org/synset?word=bn:00105493a&lang=DE&langTrans=DE	1				0
Nitroscideindustrie	Nitroscideindustrie	NOUN	13	31						1	1	1
an	an	ADP	33	34								0
ihre	mein	DET	36	39								0
Stelle	stellen	NOUN	41	46	Stelle	B-bn:00062699n	https://babelnet.org/synset?word=bn:00062699n&lang=DE&langTrans=DE		1	1		0
traten	treten	VERB	48	53	traten	B-bn:00094342v	https://babelnet.org/synset?word=bn:00094342v&lang=DE&langTrans=DE		1	1		0
die	der	DET	0	2								0
„	„	PUNCT	4	4								0
Cisa	Cisa	PROPN	5	8						1		0
		SPACE	10	10								0
die	der	DET	11	13								0
Snia	Snia	PROPN	15	18						1		0
viscosa	viscosa	ADJ	20	26						1		0
Gualino	Gualino	NOUN	28	34						1		0
Vom	Vom	ADP	36	38	Vom							0
Comptoir	Comptoir	NOUN	40	47		B-bn:03462082n	https://babelnet.org/synset?word=bn:03462082n&lang=DE&langTrans=DE		1	1		0
aus	aus	ADP	49	51	aus							0
gingen	gehen	VERB	53	58		B-bn:00085363v	https://babelnet.org/synset?word=bn:00085363v&lang=DE&langTrans=DE		1	1		0
auch	auch	ADV	60	63	auch							0
Ableger	Ableger	NOUN	65	71		B-bn:00012740n	https://babelnet.org/synset?word=bn:00012740n&lang=DE&langTrans=DE		1	1		0
zur	zur	ADP	73	75								0
DupontNemouxsGruppe	DupontNemouxsGruppe	PROPN	77	95						1	1	1
in	in	ADP	97	98								0
KölnRottweil	KölnRottweil	PROPN	100	111						1		0
die	der	DET	113	115								0
durch	durch	ADP	0	4								0
die	der	DET	6	8								0
Versailler	Versailler	ADJ	10	19	Versailler	B-bn:00078128n	https://babelnet.org/synset?word=bn:00078128n&lang=DE&langTrans=DE	1				0
Verträge	Vertrag	NOUN	21	28	Verträge	I-bn:00078128n	https://babelnet.org/synset?word=bn:00078128n&lang=DE&langTrans=DE	1				0
zur	zur	ADP	30	32								0
Umstellung	Umstellung	NOUN	34	43	Umstellung	B-bn:00017678n	https://babelnet.org/synset?word=bn:00017678n&lang=DE&langTrans=DE	1				0
gezwungen	zwingen	VERB	45	53						1		0
war	sein	AUX	55	57								0
und	und	CONJ	59	61								0
die	der	DET	63	65								0
Kunstseide	Kunstseide	NOUN	67	76	Kunstseide	B-bn:00066318n	https://babelnet.org/synset?word=bn:00066318n&lang=DE&langTrans=DE	1				0
gewaltig	gewaltig	ADJ	78	85	gewaltig	B-bn:00106463a	https://babelnet.org/synset?word=bn:00106463a&lang=DE&langTrans=DE	1				0
gelördert	gelördert	VERB	87	95						1	1	1
hat	haben	AUX	0	2								0
Zwei	Zwei	NUM	4	7								0
altbekannte	altbekannte	ADJ	9	19						1		0
Firmen	Firma	NOUN	21	26	Firmen	B-bn:00014160n	https://babelnet.org/synset?word=bn:00014160n&lang=DE&langTrans=DE	1				0
sind	sein	AUX	28	31								0
die	der	DET	33	35								0
„	„	PUNCT	37	37								0
Enka	Enka	PROPN	38	41	Enka	B-bn:00875658n	https://babelnet.org/synset?word=bn:00875658n&lang=DE&langTrans=DE		1	1		0
“	“	PUNCT	42	42								0
in	in	PART	44	45								0
den	der	DET	0	2								0
Niederlanden	Niederlande	PROPN	4	15						1		0
die	der	DET	17	19								0
Dr	Dr	PROPN	21	22	Dr	B-bn:00027995n	https://babelnet.org/synset?word=bn:00027995n&lang=DE&langTrans=DE		1	1		0
Hartogs	Hartogs	PROPN	24	30						1		0
ein	einen	DET	32	34								0
Volontär	Volontär	NOUN	36	43	Volontär	B-bn:16773218n	https://babelnet.org/synset?word=bn:16773218n&lang=DE&langTrans=DE		1	1		0
der	der	DET	45	47								0
Courtaulds	Courtaulds	NOUN	49	58						1		0
prächtig	prächtig	ADJ	60	67						1		0
entwickelte	entwickeln	VERB	69	79	entwickelte	B-bn:00082282v	https://babelnet.org/synset?word=bn:00082282v&lang=DE&langTrans=DE		1	1		0
und	und	CONJ	81	83								0
die	der	DET	0	2								0
Küttner	Küttner	NOUN	4	10						1		0
in	in	ADP	12	13								0
Sachsen	Sachsen	PROPN	15	21	Sachsen	B-bn:00069437n	https://babelnet.org/synset?word=bn:00069437n&lang=DE&langTrans=DE		1	1		0
die	der	DET	23	25								0
gleichzeitig	gleichzeitig	ADJ	27	38	gleichzeitig	B-bn:00099916a	https://babelnet.org/synset?word=bn:00099916a&lang=DE&langTrans=DE	1				0
mit	mit	ADP	40	42								0
der	der	DET	44	46								0
Société	Société	PROPN	0	6						1		0
de	de	PROPN	8	9						1		0
la	la	PROPN	11	12						1		0
Viscose	Viscose	PROPN	14	20	Viscose	B-bn:00017063n	https://babelnet.org/synset?word=bn:00017063n&lang=DE&langTrans=DE		1	1		0
in	in	ADP	22	23								0
Emmenbrücke	Emmenbrücke	NOUN	25	35						1		0
gegründet	gründen	VERB	37	45	gegründet	B-bn:00087732v	https://babelnet.org/synset?word=bn:00087732v&lang=DE&langTrans=DE	1				0
wurde	werden	AUX	47	51								0
die	der	DET	53	55								0
den	der	DET	57	59								0
großen	groß	ADJ	61	66	großen	B-bn:00098342a	https://babelnet.org/synset?word=bn:00098342a&lang=DE&langTrans=DE	1				0
Vorteil	Vorteil	NOUN	68	74	Vorteil	B-bn:00001559n	https://babelnet.org/synset?word=bn:00001559n&lang=DE&langTrans=DE	1				0
hat	haben	AUX	76	78								0
vom	vom	ADP	80	82								0
Comptoir	Comptoir	PROPN	0	7	Comptoir	B-bn:03462082n	https://babelnet.org/synset?word=bn:03462082n&lang=DE&langTrans=DE		1	1		0
unabhängig	unabhängig	ADJ	9	18	unabhängig	B-bn:13769863a	https://babelnet.org/synset?word=bn:13769863a&lang=DE&langTrans=DE		1	1		0
zu	zu	PART	20	21								0
sein	mein	AUX	23	26								0
Als	als	ADP	28	30								0
Krisenvogel	Krisenvogel	NOUN	32	42						1		0
kam	kommen	VERB	44	46	kam	B-bn:00082788v	https://babelnet.org/synset?word=bn:00082788v&lang=DE&langTrans=DE	1				0
Japan	Japan	PROPN	0	4	Japan	B-bn:00047985n	https://babelnet.org/synset?word=bn:00047985n&lang=DE&langTrans=DE	1				0
zur	zur	ADP	6	8								0
Runstscidenindustrie	Runstscidenindustrie	NOUN	10	29						1	1	1
sein	mein	DET	31	34								0
Produftionsanteil	Produftionsanteil	NOUN	36	52						1	1	1
betrug	betragen	VERB	54	59	betrug	B-bn:00082286v	https://babelnet.org/synset?word=bn:00082286v&lang=DE&langTrans=DE		1	1		0
1923	1923	NUM	61	64								0
350	350	NUM	66	68								0
0	0	NUM	70	72								0
lg	lg	X	74	75						1	1	1
1937	1937	NUM	77	80								0
151	151	NUM	82	84	151							0
Millionen	Million	NOUN	86	94								0
Rg	Rg	PROPN	96	97	Rg	B-bn:00006837n	https://babelnet.org/synset?word=bn:00006837n&lang=DE&langTrans=DE		1	1	1	1
das	der	PRON	99	101								0
heißt	heißen	VERB	103	107	heißt	B-bn:00061135n	https://babelnet.org/synset?word=bn:00061135n&lang=DE&langTrans=DE					0
28	28	NUM	109	110								0
Prozent	Prozent	NOUN	112	118						1		0
der	der	DET	120	122								0
Weltproduktion	Weltproduktion	NOUN	124	137						1		0
Die	der	DET	0	2								0
jüngste	jüngste	ADJ	4	10	jüngste	B-bn:00104589a	https://babelnet.org/synset?word=bn:00104589a&lang=DE&langTrans=DE	1				0
Kunstscide	Kunstscide	NOUN	12	21						1	1	1
ist	sein	AUX	23	25								0
die	der	DET	27	29								0
Aretat	Aretat	NOUN	31	36						1		0
oder	oder	CONJ	38	41								0
AretylzelluloseKunstseide	AretylzelluloseKunstseide	PROPN	0	24						1		0
die	der	PRON	26	28								0
als	als	ADP	30	32								0
Rohmaterial	Rohmaterial	NOUN	0	10	Rohmaterial	B-bn:16572586n	https://babelnet.org/synset?word=bn:16572586n&lang=DE&langTrans=DE	1				0
Linters	Linters	PROPN	12	18	Linters	B-bn:15909336n	https://babelnet.org/synset?word=bn:15909336n&lang=DE&langTrans=DE	1				0
verwendet	verwenden	VERB	20	28	verwendet	B-bn:00082705v	https://babelnet.org/synset?word=bn:00082705v&lang=DE&langTrans=DE					0
sie	ich	PRON	30	32								0
wird	werden	AUX	34	37								0
von	von	ADP	39	41								0
Dreysus	Dreysus	PROPN	43	49						1	1	1
und	und	CONJ	51	53								0
Clavel	Clavel	PROPN	55	60						1		0
in	in	ADP	62	63								0
Basel	Basel	PROPN	65	69						1		0
und	und	CONJ	71	73								0
von	von	ADP	75	77								0
der	der	DET	79	81								0
„	„	PUNCT	83	83								0
Rhodiaseta	Rhodiaseta	PROPN	84	93						1		0
“	“	PUNCT	94	94								0
auch	auch	ADV	0	3								0
in	in	ADP	5	6								0
den	der	DET	8	10								0
Usines	Usines	PROPN	12	17						1		0
du	du	PRON	19	20						1		0
Rhone	Rhone	PROPN	22	26						1		0
und	und	CONJ	28	30								0
in	in	ADP	32	33								0
Deutschland	Deutschland	PROPN	35	45						1		0
von	von	ADP	0	2								0
den	der	DET	4	6								0
I	I	NUM	8	8		B-bn:00731435n	https://babelnet.org/synset?word=bn:00731435n&lang=DE&langTrans=DE	1				0
G	G	NOUN	10	10		I-bn:00731435n	https://babelnet.org/synset?word=bn:00731435n&lang=DE&langTrans=DE	1				0
Farben	Farbe	NOUN	12	17	Farben	I-bn:00731435n	https://babelnet.org/synset?word=bn:00731435n&lang=DE&langTrans=DE	1				0
hergestellt	herstellen	VERB	19	29	hergestellt	B-bn:00086013v	https://babelnet.org/synset?word=bn:00086013v&lang=DE&langTrans=DE	1				0
die	der	DET	31	33								0
überall	überall	ADV	35	41	überall	B-bn:00114212r	https://babelnet.org/synset?word=bn:00114212r&lang=DE&langTrans=DE	1				0
Lizenzen	Lizenz	NOUN	43	50	Lizenzen	B-bn:00050986n	https://babelnet.org/synset?word=bn:00050986n&lang=DE&langTrans=DE	1				0
hat	haben	AUX	52	54								0
Hinzu	Hinzu	NOUN	56	60								0
kommen	kommen	VERB	62	67	kommen	B-bn:00085322v	https://babelnet.org/synset?word=bn:00085322v&lang=DE&langTrans=DE		1	1		0
die	der	DET	69	71								0
„	„	PUNCT	73	73								0
Celanaise	Celanaise	X	74	82						1		0
Française	Française	PROPN	84	92	Française	B-bn:05159900n	https://babelnet.org/synset?word=bn:05159900n&lang=DE&langTrans=DE		1	1		0
und	und	CONJ	0	2								0
die	der	DET	4	6								0
„	„	PUNCT	8	8								0
British	British	PROPN	9	15						1		0
Celanese	Celanese	PROPN	17	24						1		0
Ltd	Ltd	PROPN	26	28	Ltd	B-bn:05460996n	https://babelnet.org/synset?word=bn:05460996n&lang=DE&langTrans=DE			1		0
“	“	PUNCT	29	29								0
Die	der	DET	31	33								0
Acctatseide	Acctatseide	NOUN	35	45						1		0
ist	sein	AUX	47	49								0
trotz	trotzen	ADP	0	4								0
dem	der	DET	6	8								0
höheren	hoch	ADJ	10	16	höheren	B-bn:00104163a	https://babelnet.org/synset?word=bn:00104163a&lang=DE&langTrans=DE	1				0
Preis	preisen	NOUN	18	22	Preis	B-bn:00007497n	https://babelnet.org/synset?word=bn:00007497n&lang=DE&langTrans=DE		1	1		0
in	in	ADP	24	25								0
kurzer	kurz	ADJ	27	32	kurzer	B-bn:00071254n	https://babelnet.org/synset?word=bn:00071254n&lang=DE&langTrans=DE		1	1		0
Zeit	Zeit	NOUN	34	37	Zeit	I-bn:00071254n	https://babelnet.org/synset?word=bn:00071254n&lang=DE&langTrans=DE		1	1		0
beliebt	belieben	ADJ	39	45					1			0
geworden	werden	AUX	47	54								0
weil	weil	SCONJ	56	59								0
sie	ich	PRON	61	63								0
clastisch	clastisch	ADJ	65	73						1	1	1
ist	sein	AUX	75	77								0
Holzzclluloseseide	Holzzclluloseseide	NOUN	79	96						1	1	1
ist	sein	AUX	98	100								0
plastisch	plastisch	ADJ	0	8						1		0
nicht	nicht	PART	10	14								0
elastisch	elastisch	ADJ	16	24	elastisch	B-bn:00102068a	https://babelnet.org/synset?word=bn:00102068a&lang=DE&langTrans=DE	1				0
—	--	PUNCT	26	26								0
weil	weil	SCONJ	28	31								0
sie	ich	PRON	33	35								0
auch	auch	ADV	37	40								0
vertvolle	vertvolle	VERB	42	50						1		0
färberische	färberische	ADJ	0	10						1		0
Sonderqualitäten	Sonderqualitäten	NOUN	12	27						1		0
besitzt	besitzen	VERB	29	35	besitzt	B-bn:00089241v	https://babelnet.org/synset?word=bn:00089241v&lang=DE&langTrans=DE	1				0
und	und	CONJ	37	39								0
sich	sich	PRON	41	44								0
zum	zum	ADP	46	48								0
Beispiel	Beispiel	NOUN	0	7	Beispiel	B-bn:00032099n	https://babelnet.org/synset?word=bn:00032099n&lang=DE&langTrans=DE	1				0
zur	zur	ADP	9	11								0
Erzeugung	Erzeugung	NOUN	13	21						1		0
von	von	ADP	23	25								0
Weiß	wissen	NOUN	27	30	Weiß	B-bn:00081052n	https://babelnet.org/synset?word=bn:00081052n&lang=DE&langTrans=DE		1	1		0
oder	oder	CONJ	32	35								0
Bunteffekten	Bunteffekten	NOUN	37	48						1		0
am	am	ADP	50	51						1		0
Stück	Stück	NOUN	53	57	Stück	B-bn:00062297n	https://babelnet.org/synset?word=bn:00062297n&lang=DE&langTrans=DE		1	1		0
eignet	eignen	VERB	59	64								0
Wenn	wenn	SCONJ	66	69								0
die	der	DET	71	73								0
Viscose	Viscose	NOUN	75	81	Viscose	B-bn:00017063n	https://babelnet.org/synset?word=bn:00017063n&lang=DE&langTrans=DE		1	1		0
das	der	PRON	83	85								0
Rindlleisch	Rindlleisch	ADJ	0	10						1	1	1
und	und	CONJ	12	14								0
die	der	DET	16	18								0
Bemberg	Bemberg	PROPN	20	26	Bemberg	B-bn:16663560n	https://babelnet.org/synset?word=bn:16663560n&lang=DE&langTrans=DE		1	1		0
das	der	DET	28	30								0
—	--	PUNCT	32	32								0
dauerhafte	dauerhaft	ADJ	34	43						1		0
—	--	PUNCT	45	45								0
Poulet	Poulet	NOUN	0	5	Poulet	B-bn:00018265n	https://babelnet.org/synset?word=bn:00018265n&lang=DE&langTrans=DE		1	1		0
unter	unter	ADP	7	11								0
den	der	DET	13	15								0
Kunstsciden	Kunstsciden	NOUN	17	27						1	1	1
sei	sein	AUX	29	31								0
s0	s0	PROPN	33	34								0
dürse	dürse	ADJ	36	40								0
man	man	PRON	42	44								0
die	der	DET	0	2								0
Aretatscide	Aretatscide	NOUN	4	14						1	1	1
als	als	ADP	16	18								0
das	der	DET	20	22								0
„	„	PUNCT	24	24								0
blancmanger	blancmanger	ADJ	25	35						1		0
bezeichnen	bezeichnen	VERB	37	46						1		0
Sie	ich	PRON	0	2								0
rangiert	rangieren	VERB	4	11						1		0
mit	mit	ADP	13	15								0
sieben	sieben	NUM	17	22								0
Prozent	Prozent	NOUN	24	30	Prozent	B-bn:00061135n	https://babelnet.org/synset?word=bn:00061135n&lang=DE&langTrans=DE	1				0
die	der	DET	32	34								0
Pemberg	Pemberg	PROPN	36	42						1	1	1
mit	mit	PART	44	46								0
drei	drei	NUM	0	3								0
und	und	CONJ	5	7								0
die	der	DET	9	11								0
Viscose	Viscose	NOUN	13	19	Viscose	B-bn:00017063n	https://babelnet.org/synset?word=bn:00017063n&lang=DE&langTrans=DE		1	1		0
mit	mit	ADP	21	23								0
90	90	NUM	25	26								0
Prozent	Prozent	NOUN	28	34	Prozent	B-bn:00061135n	https://babelnet.org/synset?word=bn:00061135n&lang=DE&langTrans=DE	1				0
an	an	ADP	36	37								0
der	der	DET	39	41								0
gesamten	gesamt	ADJ	43	50	gesamten	B-bn:00102277a	https://babelnet.org/synset?word=bn:00102277a&lang=DE&langTrans=DE	1				0
Kunstseidenproduktion	Kunstseidenproduktion	NOUN	52	72						1		0
Die	der	DET	74	76								0
reinste	rein	ADJ	78	84	reinste	B-bn:00108650a	https://babelnet.org/synset?word=bn:00108650a&lang=DE&langTrans=DE	1				0
Zellulose	Zellulose	NOUN	86	94	Zellulose	B-bn:00017057n	https://babelnet.org/synset?word=bn:00017057n&lang=DE&langTrans=DE	1				0
die	der	PRON	0	2								0
die	der	DET	4	6								0
Natur	Natur	NOUN	8	12	Natur	B-bn:00057017n	https://babelnet.org/synset?word=bn:00057017n&lang=DE&langTrans=DE	1				0
bietet	bieten	VERB	14	19	bietet	B-bn:00083472v	https://babelnet.org/synset?word=bn:00083472v&lang=DE&langTrans=DE		1	1		0
ist	sein	AUX	21	23								0
die	der	DET	25	27								0
Baumwolle	Baumwolle	NOUN	29	37	Baumwolle	B-bn:00023072n	https://babelnet.org/synset?word=bn:00023072n&lang=DE&langTrans=DE	1				0
Italien	Italien	PROPN	39	45	Italien	B-bn:00047705n	https://babelnet.org/synset?word=bn:00047705n&lang=DE&langTrans=DE	1				0
pflanzt	pflanzen	VERB	0	6						1		0
heute	heute	ADV	8	12	heute	B-bn:00117315r	https://babelnet.org/synset?word=bn:00117315r&lang=DE&langTrans=DE					0
schon	schon	ADV	14	18	schon	B-bn:00114245r	https://babelnet.org/synset?word=bn:00114245r&lang=DE&langTrans=DE	1				0
für	für	ADP	20	22								0
seine	mein	DET	24	28								0
Tellulose	Tellulose	NOUN	30	38						1	1	1
Schilf	Schilf	PROPN	40	45	Schilf	B-bn:00066755n	https://babelnet.org/synset?word=bn:00066755n&lang=DE&langTrans=DE	1				0
eine	einen	DET	47	50								0
Art	Art	NOUN	0	2	Art	B-bn:00073210n	https://babelnet.org/synset?word=bn:00073210n&lang=DE&langTrans=DE		1	1		0
abessinisches	abessinisches	ADJ	4	16						1		0
Gras	grasen	NOUN	18	21	Gras	B-bn:00041433n	https://babelnet.org/synset?word=bn:00041433n&lang=DE&langTrans=DE	1				0
Hat	haben	AUX	0	2								0
die	der	DET	4	6								0
Viscose	Viscose	NOUN	8	14	Viscose	B-bn:00017063n	https://babelnet.org/synset?word=bn:00017063n&lang=DE&langTrans=DE		1	1		0
dank	danken	ADP	16	19								0
ihrem	mein	DET	21	25								0
Rohmaterial	Rohmaterial	NOUN	27	37	Rohmaterial	B-bn:16572586n	https://babelnet.org/synset?word=bn:16572586n&lang=DE&langTrans=DE	1				0
die	der	DET	39	41								0
billigste	billig	ADJ	0	8	billigste	B-bn:00099557a	https://babelnet.org/synset?word=bn:00099557a&lang=DE&langTrans=DE	1				0
Herstellung	Herstellung	NOUN	10	20	Herstellung	B-bn:00032594n	https://babelnet.org/synset?word=bn:00032594n&lang=DE&langTrans=DE	1				0
und	und	CONJ	22	24								0
den	der	DET	26	28								0
größten	groß	ADJ	30	36	größten	B-bn:00098342a	https://babelnet.org/synset?word=bn:00098342a&lang=DE&langTrans=DE	1				0
Markt	Markt	NOUN	38	42	Markt	B-bn:00053458n	https://babelnet.org/synset?word=bn:00053458n&lang=DE&langTrans=DE	1				0
80	80	NUM	44	45								0
ist	sein	AUX	47	49								0
dafür	dafür	ADV	0	4								0
ihr	mein	DET	6	8								0
Verhalten	Verhalten	NOUN	10	18	Verhalten	B-bn:00009657n	https://babelnet.org/synset?word=bn:00009657n&lang=DE&langTrans=DE	1				0
in	in	ADP	20	21								0
arbeitstechnischer	arbeitstechnischer	ADJ	23	40						1		0
Hinsicht	Hinsicht	NOUN	42	49	Hinsicht	B-bn:05289860n	https://babelnet.org/synset?word=bn:05289860n&lang=DE&langTrans=DE	1				0
etwas	etwas	ADV	51	55								0
tyrannisch	tyrannisch	ADJ	57	66	tyrannisch	B-bn:00101252a	https://babelnet.org/synset?word=bn:00101252a&lang=DE&langTrans=DE	1				0
Während	während	SCONJ	68	74								0
die	der	PRON	76	78								0
Aretatlösung	Aretatlösung	NOUN	0	11						1	1	1
in	in	ADP	13	14								0
sestem	sestem	ADJ	16	21						1	1	1
Austand	Austand	NOUN	23	29						1	1	1
gekauft	kaufen	VERB	31	37	gekauft	B-bn:00084331v	https://babelnet.org/synset?word=bn:00084331v&lang=DE&langTrans=DE	1				0
und	und	CONJ	39	41								0
transportiert	transportieren	VERB	43	55	transportiert	B-bn:00084790v	https://babelnet.org/synset?word=bn:00084790v&lang=DE&langTrans=DE	1				0
werden	werden	AUX	57	62								0
Kann	können	VERB	64	67								0
muß	muß	VERB	69	71								0
